id,prompt,BLIPScore
13_A black shirt._4,A man in a black shirt plays on an ocean wave.,0.44
13_An ocean wave._0,A man in a black shirt plays on an ocean wave.,0.42
13_An ocean wave._1,A man in a black shirt plays on an ocean wave.,0.23
13_An ocean wave._2,A man in a black shirt plays on an ocean wave.,0.28
13_An ocean wave._3,A man in a black shirt plays on an ocean wave.,0.26
13_An ocean wave._4,A man in a black shirt plays on an ocean wave.,0.24
coco_573015_stable_diffusion_v2_1,The people are flying the kites,-0.20
14_The people are flying the kites._0,The people are flying the kites,-0.49
14_The people are flying the kites._2,The people are flying the kites,-0.20
14_The people are flying the kites._3,The people are flying the kites,-0.78
14_The people are flying the kites._4,The people are flying the kites,-0.38
14_Flying kites in the sky._0,The people are flying the kites,-0.78
14_Flying kites in the sky._1,The people are flying the kites,-0.70
14_Flying kites in the sky._2,The people are flying the kites,-0.75
14_Flying kites in the sky._3,The people are flying the kites,-0.76
14_Flying kites in the sky._4,The people are flying the kites,-0.46
14_People._0,The people are flying the kites,0.29
14_People._3,The people are flying the kites,-0.21
14_People._4,The people are flying the kites,0.34
14_Kites._0,The people are flying the kites,-0.81
14_Kites._2,The people are flying the kites,-0.73
14_Kites._3,The people are flying the kites,-0.89
14_Kites._4,The people are flying the kites,-0.74
14_The sky._2,The people are flying the kites,-0.80
14_The sky._3,The people are flying the kites,-0.75
14_The sky._4,The people are flying the kites,-0.12
coco_632032_stable_diffusion_v2_1,a large clock hangs from a building,-0.56
15_A large clock hangs from a building._0,a large clock hangs from a building,0.24
15_A large clock hangs from a building._1,a large clock hangs from a building,-0.17
15_A large clock hangs from a building._2,a large clock hangs from a building,-0.41
15_A large clock hangs from a building._3,a large clock hangs from a building,-0.09
15_A large clock hangs from a building._4,a large clock hangs from a building,-0.18
15_A large clock._0,a large clock hangs from a building,-0.13
15_A large clock._1,a large clock hangs from a building,-0.27
15_A large clock._3,a large clock hangs from a building,0.27
15_A large clock._4,a large clock hangs from a building,0.21
15_A building._0,a large clock hangs from a building,-0.31
15_A building._1,a large clock hangs from a building,-0.43
15_A building._2,a large clock hangs from a building,-0.84
15_A building._3,a large clock hangs from a building,-0.41
15_A building._4,a large clock hangs from a building,-0.82
coco_226941_stable_diffusion_v2_1,A sheep with short hair stands under a fence.,-1.02
16_A sheep._0,A sheep with short hair stands under a fence.,-0.28
16_A sheep._1,A sheep with short hair stands under a fence.,-0.29
16_A sheep._2,A sheep with short hair stands under a fence.,-0.33
16_A sheep._3,A sheep with short hair stands under a fence.,-0.79
16_A sheep._4,A sheep with short hair stands under a fence.,-0.80
16_A fence._0,A sheep with short hair stands under a fence.,-0.31
16_A fence._1,A sheep with short hair stands under a fence.,-0.90
16_A fence._2,A sheep with short hair stands under a fence.,-0.68
16_A fence._3,A sheep with short hair stands under a fence.,-0.62
16_A fence._4,A sheep with short hair stands under a fence.,-0.89
coco_138003_stable_diffusion_v2_1,A male rider on a midsized horse in a field with a woman standing.,-1.05
17_A male rider on a midsized horse in a field._0,A male rider on a midsized horse in a field with a woman standing.,-0.77
17_A male rider on a midsized horse in a field._1,A male rider on a midsized horse in a field with a woman standing.,-0.31
17_A male rider on a midsized horse in a field._2,A male rider on a midsized horse in a field with a woman standing.,-0.59
17_A male rider on a midsized horse in a field._3,A male rider on a midsized horse in a field with a woman standing.,-0.32
17_A male rider on a midsized horse in a field._4,A male rider on a midsized horse in a field with a woman standing.,-0.95
17_A midsized horse in a field with a woman standing._0,A male rider on a midsized horse in a field with a woman standing.,-0.84
17_A midsized horse in a field with a woman standing._1,A male rider on a midsized horse in a field with a woman standing.,-0.96
17_A midsized horse in a field with a woman standing._2,A male rider on a midsized horse in a field with a woman standing.,-0.68
17_A midsized horse in a field with a woman standing._3,A male rider on a midsized horse in a field with a woman standing.,-0.55
17_A midsized horse in a field with a woman standing._4,A male rider on a midsized horse in a field with a woman standing.,-0.54
17_A male rider in a field with a woman standing._1,A male rider on a midsized horse in a field with a woman standing.,-0.53
17_A male rider standing in a field_0,A male rider on a midsized horse in a field with a woman standing.,-0.95
17_A male rider standing in a field_1,A male rider on a midsized horse in a field with a woman standing.,-0.22
17_A male rider standing in a field_3,A male rider on a midsized horse in a field with a woman standing.,-0.25
17_A male rider standing in a field_4,A male rider on a midsized horse in a field with a woman standing.,-0.96
17_A woman standing in a field._0,A male rider on a midsized horse in a field with a woman standing.,-0.75
17_A woman standing in a field._1,A male rider on a midsized horse in a field with a woman standing.,-0.27
17_A woman standing in a field._2,A male rider on a midsized horse in a field with a woman standing.,-0.47
17_A woman standing in a field._3,A male rider on a midsized horse in a field with a woman standing.,-0.29
17_A woman standing in a field._4,A male rider on a midsized horse in a field with a woman standing.,-0.55
17_A midsized horse in a field._0,A male rider on a midsized horse in a field with a woman standing.,-0.74
17_A midsized horse in a field._1,A male rider on a midsized horse in a field with a woman standing.,-0.73
17_A midsized horse in a field._2,A male rider on a midsized horse in a field with a woman standing.,-0.56
17_A midsized horse in a field._3,A male rider on a midsized horse in a field with a woman standing.,-0.64
17_A midsized horse in a field._4,A male rider on a midsized horse in a field with a woman standing.,-0.96
17_A midsized horse with a woman standing._0,A male rider on a midsized horse in a field with a woman standing.,-0.31
17_A midsized horse with a woman standing._2,A male rider on a midsized horse in a field with a woman standing.,-0.52
17_A midsized horse with a woman standing._3,A male rider on a midsized horse in a field with a woman standing.,-0.70
17_A midsized horse with a woman standing._4,A male rider on a midsized horse in a field with a woman standing.,-0.64
17_a woman._0,A male rider on a midsized horse in a field with a woman standing.,-0.31
17_a woman._2,A male rider on a midsized horse in a field with a woman standing.,-0.59
17_a woman._3,A male rider on a midsized horse in a field with a woman standing.,-0.45
17_A midsized horse._3,A male rider on a midsized horse in a field with a woman standing.,-0.46
17_A field._1,A male rider on a midsized horse in a field with a woman standing.,0.00
17_A field._4,A male rider on a midsized horse in a field with a woman standing.,-0.64
coco_373633_stable_diffusion_v2_1,Black and white photograph of a bed with a laptop on it.,-0.17
18_Black and white photograph of a bed._0,Black and white photograph of a bed with a laptop on it.,-0.52
18_Black and white photograph of a bed._1,Black and white photograph of a bed with a laptop on it.,-0.90
18_Black and white photograph of a bed._2,Black and white photograph of a bed with a laptop on it.,-0.87
18_Black and white photograph of a bed._3,Black and white photograph of a bed with a laptop on it.,-0.78
18_Black and white photograph of a bed._4,Black and white photograph of a bed with a laptop on it.,-0.53
18_Black and white photograph with a laptop._0,Black and white photograph of a bed with a laptop on it.,-0.48
18_Black and white photograph with a laptop._1,Black and white photograph of a bed with a laptop on it.,-0.62
18_Black and white photograph with a laptop._2,Black and white photograph of a bed with a laptop on it.,-0.51
18_Black and white photograph with a laptop._3,Black and white photograph of a bed with a laptop on it.,-0.27
18_Black and white photograph with a laptop._4,Black and white photograph of a bed with a laptop on it.,-0.31
coco_120896_stable_diffusion_v2_1,A boy standing in the door of a bus.,-0.41
19_A boy standing in the door._0,A boy standing in the door of a bus.,-0.35
19_A boy standing in the door._3,A boy standing in the door of a bus.,-0.37
19_A boy standing in the door._4,A boy standing in the door of a bus.,0.15
19_A boy standing by the bus._0,A boy standing in the door of a bus.,-1.05
19_A boy standing by the bus._3,A boy standing in the door of a bus.,-0.78
19_A boy standing by the bus._4,A boy standing in the door of a bus.,-0.60
19_The door of a bus._0,A boy standing in the door of a bus.,-0.63
19_The door of a bus._1,A boy standing in the door of a bus.,-0.57
19_The door of a bus._4,A boy standing in the door of a bus.,-0.41
19_A boy standing._0,A boy standing in the door of a bus.,-0.85
19_A boy standing._1,A boy standing in the door of a bus.,-0.53
19_A boy standing._2,A boy standing in the door of a bus.,-0.33
19_A boy standing._3,A boy standing in the door of a bus.,0.23
19_A boy standing._4,A boy standing in the door of a bus.,-0.72
19_A door._0,A boy standing in the door of a bus.,-0.07
19_A door._1,A boy standing in the door of a bus.,-0.28
19_A door._2,A boy standing in the door of a bus.,0.09
19_A door._3,A boy standing in the door of a bus.,0.05
19_A door._4,A boy standing in the door of a bus.,0.08
19_A bus._0,A boy standing in the door of a bus.,-0.65
19_A bus._1,A boy standing in the door of a bus.,-0.80
19_A bus._2,A boy standing in the door of a bus.,-0.50
19_A bus._3,A boy standing in the door of a bus.,-0.78
19_A bus._4,A boy standing in the door of a bus.,-0.20
partiprompt_1086_stable_diffusion_v2_1,a grand piano with a white bench,-0.04
20_a grand piano_0,a grand piano with a white bench,0.72
20_a grand piano_1,a grand piano with a white bench,0.56
20_a grand piano_3,a grand piano with a white bench,0.35
20_a white bench_0,a grand piano with a white bench,0.01
20_a white bench_1,a grand piano with a white bench,-0.77
20_a white bench_2,a grand piano with a white bench,-1.14
20_a white bench_3,a grand piano with a white bench,-0.49
20_a white bench_4,a grand piano with a white bench,-0.83
partiprompt_436_stable_diffusion_v2_1,a flock of geese in front of The Alamo,0.47
21_a flock of geese_0,a flock of geese in front of The Alamo,0.70
21_a flock of geese_1,a flock of geese in front of The Alamo,-0.06
21_a flock of geese_2,a flock of geese in front of The Alamo,0.13
21_a flock of geese_3,a flock of geese in front of The Alamo,0.28
21_a flock of geese_4,a flock of geese in front of The Alamo,-0.04
21_The Alamo_0,a flock of geese in front of The Alamo,0.21
21_The Alamo_1,a flock of geese in front of The Alamo,0.50
21_The Alamo_2,a flock of geese in front of The Alamo,0.01
21_The Alamo_3,a flock of geese in front of The Alamo,0.24
21_The Alamo_4,a flock of geese in front of The Alamo,0.31
partiprompt_1192_stable_diffusion_v2_1,a stained glass window depicting a calm tyrannosaurus rex,-0.02
22_a stained glass window_0,a stained glass window depicting a calm tyrannosaurus rex,0.44
22_a stained glass window_1,a stained glass window depicting a calm tyrannosaurus rex,0.09
