id,prompt,CLIPScore
14_The people are flying the kites._3,The people are flying the kites,30.60
14_The people are flying the kites._4,The people are flying the kites,29.46
14_Flying kites in the sky._0,The people are flying the kites,30.81
14_Flying kites in the sky._1,The people are flying the kites,30.08
14_Flying kites in the sky._2,The people are flying the kites,30.07
14_Flying kites in the sky._3,The people are flying the kites,29.75
14_Flying kites in the sky._4,The people are flying the kites,30.39
14_People._0,The people are flying the kites,20.94
14_People._3,The people are flying the kites,21.02
14_People._4,The people are flying the kites,18.22
14_Kites._0,The people are flying the kites,30.09
14_Kites._2,The people are flying the kites,29.09
14_Kites._3,The people are flying the kites,29.78
14_Kites._4,The people are flying the kites,29.34
14_The sky._2,The people are flying the kites,19.80
14_The sky._3,The people are flying the kites,21.81
14_The sky._4,The people are flying the kites,21.13
coco_632032_stable_diffusion_v2_1,a large clock hangs from a building,32.40
15_A large clock hangs from a building._0,a large clock hangs from a building,30.53
15_A large clock hangs from a building._1,a large clock hangs from a building,29.42
15_A large clock hangs from a building._2,a large clock hangs from a building,31.46
15_A large clock hangs from a building._3,a large clock hangs from a building,32.41
15_A large clock hangs from a building._4,a large clock hangs from a building,30.02
15_A large clock._0,a large clock hangs from a building,28.20
15_A large clock._1,a large clock hangs from a building,31.00
15_A large clock._3,a large clock hangs from a building,28.05
15_A large clock._4,a large clock hangs from a building,28.76
15_A building._0,a large clock hangs from a building,24.43
15_A building._1,a large clock hangs from a building,25.63
15_A building._2,a large clock hangs from a building,25.95
15_A building._3,a large clock hangs from a building,23.49
15_A building._4,a large clock hangs from a building,25.25
coco_226941_stable_diffusion_v2_1,A sheep with short hair stands under a fence.,31.06
16_A sheep._0,A sheep with short hair stands under a fence.,27.42
16_A sheep._1,A sheep with short hair stands under a fence.,28.11
16_A sheep._2,A sheep with short hair stands under a fence.,28.82
16_A sheep._3,A sheep with short hair stands under a fence.,29.55
16_A sheep._4,A sheep with short hair stands under a fence.,28.22
16_A fence._0,A sheep with short hair stands under a fence.,21.46
16_A fence._1,A sheep with short hair stands under a fence.,26.65
16_A fence._2,A sheep with short hair stands under a fence.,26.39
16_A fence._3,A sheep with short hair stands under a fence.,27.33
16_A fence._4,A sheep with short hair stands under a fence.,27.69
coco_138003_stable_diffusion_v2_1,A male rider on a midsized horse in a field with a woman standing.,29.43
17_A male rider on a midsized horse in a field._0,A male rider on a midsized horse in a field with a woman standing.,28.78
17_A male rider on a midsized horse in a field._1,A male rider on a midsized horse in a field with a woman standing.,30.22
17_A male rider on a midsized horse in a field._2,A male rider on a midsized horse in a field with a woman standing.,31.47
17_A male rider on a midsized horse in a field._3,A male rider on a midsized horse in a field with a woman standing.,28.66
17_A male rider on a midsized horse in a field._4,A male rider on a midsized horse in a field with a woman standing.,29.33
17_A midsized horse in a field with a woman standing._0,A male rider on a midsized horse in a field with a woman standing.,28.85
17_A midsized horse in a field with a woman standing._1,A male rider on a midsized horse in a field with a woman standing.,29.64
17_A midsized horse in a field with a woman standing._2,A male rider on a midsized horse in a field with a woman standing.,26.53
17_A midsized horse in a field with a woman standing._3,A male rider on a midsized horse in a field with a woman standing.,27.89
17_A midsized horse in a field with a woman standing._4,A male rider on a midsized horse in a field with a woman standing.,27.22
17_A male rider in a field with a woman standing._1,A male rider on a midsized horse in a field with a woman standing.,30.85
17_A male rider standing in a field_0,A male rider on a midsized horse in a field with a woman standing.,21.96
17_A male rider standing in a field_1,A male rider on a midsized horse in a field with a woman standing.,24.35
17_A male rider standing in a field_3,A male rider on a midsized horse in a field with a woman standing.,21.84
17_A male rider standing in a field_4,A male rider on a midsized horse in a field with a woman standing.,26.31
17_A woman standing in a field._0,A male rider on a midsized horse in a field with a woman standing.,17.46
17_A woman standing in a field._1,A male rider on a midsized horse in a field with a woman standing.,18.95
17_A woman standing in a field._2,A male rider on a midsized horse in a field with a woman standing.,22.11
17_A woman standing in a field._3,A male rider on a midsized horse in a field with a woman standing.,19.65
17_A woman standing in a field._4,A male rider on a midsized horse in a field with a woman standing.,19.20
17_A midsized horse in a field._0,A male rider on a midsized horse in a field with a woman standing.,24.44
17_A midsized horse in a field._1,A male rider on a midsized horse in a field with a woman standing.,25.52
17_A midsized horse in a field._2,A male rider on a midsized horse in a field with a woman standing.,26.04
17_A midsized horse in a field._3,A male rider on a midsized horse in a field with a woman standing.,23.70
17_A midsized horse in a field._4,A male rider on a midsized horse in a field with a woman standing.,25.94
17_A midsized horse with a woman standing._0,A male rider on a midsized horse in a field with a woman standing.,28.88
17_A midsized horse with a woman standing._2,A male rider on a midsized horse in a field with a woman standing.,27.80
17_A midsized horse with a woman standing._3,A male rider on a midsized horse in a field with a woman standing.,25.79
17_A midsized horse with a woman standing._4,A male rider on a midsized horse in a field with a woman standing.,28.32
17_a woman._0,A male rider on a midsized horse in a field with a woman standing.,17.82
17_a woman._2,A male rider on a midsized horse in a field with a woman standing.,14.92
17_a woman._3,A male rider on a midsized horse in a field with a woman standing.,18.59
17_A midsized horse._3,A male rider on a midsized horse in a field with a woman standing.,21.40
17_A field._1,A male rider on a midsized horse in a field with a woman standing.,22.42
17_A field._4,A male rider on a midsized horse in a field with a woman standing.,22.53
coco_373633_stable_diffusion_v2_1,Black and white photograph of a bed with a laptop on it.,35.16
18_Black and white photograph of a bed._0,Black and white photograph of a bed with a laptop on it.,32.74
18_Black and white photograph of a bed._1,Black and white photograph of a bed with a laptop on it.,33.05
18_Black and white photograph of a bed._2,Black and white photograph of a bed with a laptop on it.,31.31
18_Black and white photograph of a bed._3,Black and white photograph of a bed with a laptop on it.,31.45
18_Black and white photograph of a bed._4,Black and white photograph of a bed with a laptop on it.,33.50
18_Black and white photograph with a laptop._0,Black and white photograph of a bed with a laptop on it.,28.42
18_Black and white photograph with a laptop._1,Black and white photograph of a bed with a laptop on it.,30.05
18_Black and white photograph with a laptop._2,Black and white photograph of a bed with a laptop on it.,28.05
18_Black and white photograph with a laptop._3,Black and white photograph of a bed with a laptop on it.,25.81
18_Black and white photograph with a laptop._4,Black and white photograph of a bed with a laptop on it.,29.53
coco_120896_stable_diffusion_v2_1,A boy standing in the door of a bus.,31.09
19_A boy standing in the door._0,A boy standing in the door of a bus.,29.74
19_A boy standing in the door._3,A boy standing in the door of a bus.,31.54
19_A boy standing in the door._4,A boy standing in the door of a bus.,28.54
19_A boy standing by the bus._0,A boy standing in the door of a bus.,33.06
19_A boy standing by the bus._3,A boy standing in the door of a bus.,33.63
19_A boy standing by the bus._4,A boy standing in the door of a bus.,32.75
19_The door of a bus._0,A boy standing in the door of a bus.,27.85
19_The door of a bus._1,A boy standing in the door of a bus.,30.59
19_The door of a bus._4,A boy standing in the door of a bus.,27.35
19_A boy standing._0,A boy standing in the door of a bus.,26.90
19_A boy standing._1,A boy standing in the door of a bus.,26.74
19_A boy standing._2,A boy standing in the door of a bus.,25.18
19_A boy standing._3,A boy standing in the door of a bus.,29.14
19_A boy standing._4,A boy standing in the door of a bus.,27.75
19_A door._0,A boy standing in the door of a bus.,22.43
19_A door._1,A boy standing in the door of a bus.,22.74
19_A door._2,A boy standing in the door of a bus.,25.38
19_A door._3,A boy standing in the door of a bus.,24.80
19_A door._4,A boy standing in the door of a bus.,25.29
19_A bus._0,A boy standing in the door of a bus.,27.01
19_A bus._1,A boy standing in the door of a bus.,27.53
19_A bus._2,A boy standing in the door of a bus.,24.27
19_A bus._3,A boy standing in the door of a bus.,26.57
19_A bus._4,A boy standing in the door of a bus.,28.07
partiprompt_1086_stable_diffusion_v2_1,a grand piano with a white bench,33.37
20_a grand piano_0,a grand piano with a white bench,30.03
20_a grand piano_1,a grand piano with a white bench,28.41
20_a grand piano_3,a grand piano with a white bench,31.87
20_a white bench_0,a grand piano with a white bench,30.27
20_a white bench_1,a grand piano with a white bench,31.14
20_a white bench_2,a grand piano with a white bench,29.43
20_a white bench_3,a grand piano with a white bench,32.00
20_a white bench_4,a grand piano with a white bench,31.31
partiprompt_436_stable_diffusion_v2_1,a flock of geese in front of The Alamo,35.54
21_a flock of geese_0,a flock of geese in front of The Alamo,28.28
21_a flock of geese_1,a flock of geese in front of The Alamo,24.00
21_a flock of geese_2,a flock of geese in front of The Alamo,24.05
21_a flock of geese_3,a flock of geese in front of The Alamo,26.17
21_a flock of geese_4,a flock of geese in front of The Alamo,23.74
21_The Alamo_0,a flock of geese in front of The Alamo,27.11
21_The Alamo_1,a flock of geese in front of The Alamo,28.66
21_The Alamo_2,a flock of geese in front of The Alamo,28.53
21_The Alamo_3,a flock of geese in front of The Alamo,28.95
21_The Alamo_4,a flock of geese in front of The Alamo,27.75
partiprompt_1192_stable_diffusion_v2_1,a stained glass window depicting a calm tyrannosaurus rex,41.96
22_a stained glass window_0,a stained glass window depicting a calm tyrannosaurus rex,35.52
