id,prompt,ALIGNSCore
14_The people are flying the kites._2,The people are flying the kites,15.55
14_The people are flying the kites._3,The people are flying the kites,18.97
14_The people are flying the kites._4,The people are flying the kites,17.02
14_Flying kites in the sky._0,The people are flying the kites,13.98
14_Flying kites in the sky._1,The people are flying the kites,14.09
14_Flying kites in the sky._2,The people are flying the kites,14.16
14_Flying kites in the sky._3,The people are flying the kites,12.40
14_Flying kites in the sky._4,The people are flying the kites,11.62
14_People._0,The people are flying the kites,6.35
14_People._3,The people are flying the kites,5.72
14_People._4,The people are flying the kites,5.47
14_Kites._0,The people are flying the kites,12.38
14_Kites._2,The people are flying the kites,12.53
14_Kites._3,The people are flying the kites,13.35
14_Kites._4,The people are flying the kites,13.74
14_The sky._2,The people are flying the kites,4.53
14_The sky._3,The people are flying the kites,7.90
14_The sky._4,The people are flying the kites,4.66
coco_632032_stable_diffusion_v2_1,a large clock hangs from a building,15.64
15_A large clock hangs from a building._0,a large clock hangs from a building,15.74
15_A large clock hangs from a building._1,a large clock hangs from a building,15.90
15_A large clock hangs from a building._2,a large clock hangs from a building,16.87
15_A large clock hangs from a building._3,a large clock hangs from a building,16.79
15_A large clock hangs from a building._4,a large clock hangs from a building,16.76
15_A large clock._0,a large clock hangs from a building,13.44
15_A large clock._1,a large clock hangs from a building,11.14
15_A large clock._3,a large clock hangs from a building,12.84
15_A large clock._4,a large clock hangs from a building,15.11
15_A building._0,a large clock hangs from a building,7.40
15_A building._1,a large clock hangs from a building,9.02
15_A building._2,a large clock hangs from a building,7.94
15_A building._3,a large clock hangs from a building,6.48
15_A building._4,a large clock hangs from a building,8.05
coco_226941_stable_diffusion_v2_1,A sheep with short hair stands under a fence.,16.56
16_A sheep._0,A sheep with short hair stands under a fence.,12.17
16_A sheep._1,A sheep with short hair stands under a fence.,12.85
16_A sheep._2,A sheep with short hair stands under a fence.,13.01
16_A sheep._3,A sheep with short hair stands under a fence.,13.22
16_A sheep._4,A sheep with short hair stands under a fence.,12.70
16_A fence._0,A sheep with short hair stands under a fence.,4.47
16_A fence._1,A sheep with short hair stands under a fence.,5.78
16_A fence._2,A sheep with short hair stands under a fence.,6.28
16_A fence._3,A sheep with short hair stands under a fence.,6.95
16_A fence._4,A sheep with short hair stands under a fence.,8.79
coco_138003_stable_diffusion_v2_1,A male rider on a midsized horse in a field with a woman standing.,16.24
17_A male rider on a midsized horse in a field._0,A male rider on a midsized horse in a field with a woman standing.,17.21
17_A male rider on a midsized horse in a field._1,A male rider on a midsized horse in a field with a woman standing.,17.47
17_A male rider on a midsized horse in a field._2,A male rider on a midsized horse in a field with a woman standing.,16.48
17_A male rider on a midsized horse in a field._3,A male rider on a midsized horse in a field with a woman standing.,16.34
17_A male rider on a midsized horse in a field._4,A male rider on a midsized horse in a field with a woman standing.,17.29
17_A midsized horse in a field with a woman standing._0,A male rider on a midsized horse in a field with a woman standing.,13.35
17_A midsized horse in a field with a woman standing._1,A male rider on a midsized horse in a field with a woman standing.,14.84
17_A midsized horse in a field with a woman standing._2,A male rider on a midsized horse in a field with a woman standing.,12.76
17_A midsized horse in a field with a woman standing._3,A male rider on a midsized horse in a field with a woman standing.,14.00
17_A midsized horse in a field with a woman standing._4,A male rider on a midsized horse in a field with a woman standing.,14.31
17_A male rider in a field with a woman standing._1,A male rider on a midsized horse in a field with a woman standing.,14.99
17_A male rider standing in a field_0,A male rider on a midsized horse in a field with a woman standing.,11.68
17_A male rider standing in a field_1,A male rider on a midsized horse in a field with a woman standing.,10.83
17_A male rider standing in a field_3,A male rider on a midsized horse in a field with a woman standing.,5.67
17_A male rider standing in a field_4,A male rider on a midsized horse in a field with a woman standing.,14.41
17_A woman standing in a field._0,A male rider on a midsized horse in a field with a woman standing.,6.06
17_A woman standing in a field._1,A male rider on a midsized horse in a field with a woman standing.,5.08
17_A woman standing in a field._2,A male rider on a midsized horse in a field with a woman standing.,9.80
17_A woman standing in a field._3,A male rider on a midsized horse in a field with a woman standing.,5.33
17_A woman standing in a field._4,A male rider on a midsized horse in a field with a woman standing.,5.49
17_A midsized horse in a field._0,A male rider on a midsized horse in a field with a woman standing.,9.02
17_A midsized horse in a field._1,A male rider on a midsized horse in a field with a woman standing.,9.40
17_A midsized horse in a field._2,A male rider on a midsized horse in a field with a woman standing.,10.82
17_A midsized horse in a field._3,A male rider on a midsized horse in a field with a woman standing.,8.94
17_A midsized horse in a field._4,A male rider on a midsized horse in a field with a woman standing.,9.91
17_A midsized horse with a woman standing._0,A male rider on a midsized horse in a field with a woman standing.,13.39
17_A midsized horse with a woman standing._2,A male rider on a midsized horse in a field with a woman standing.,13.44
17_A midsized horse with a woman standing._3,A male rider on a midsized horse in a field with a woman standing.,11.15
17_A midsized horse with a woman standing._4,A male rider on a midsized horse in a field with a woman standing.,13.74
17_a woman._0,A male rider on a midsized horse in a field with a woman standing.,4.95
17_a woman._2,A male rider on a midsized horse in a field with a woman standing.,4.01
17_a woman._3,A male rider on a midsized horse in a field with a woman standing.,2.12
17_A midsized horse._3,A male rider on a midsized horse in a field with a woman standing.,5.60
17_A field._1,A male rider on a midsized horse in a field with a woman standing.,3.79
17_A field._4,A male rider on a midsized horse in a field with a woman standing.,6.38
coco_373633_stable_diffusion_v2_1,Black and white photograph of a bed with a laptop on it.,19.38
18_Black and white photograph of a bed._0,Black and white photograph of a bed with a laptop on it.,14.87
18_Black and white photograph of a bed._1,Black and white photograph of a bed with a laptop on it.,15.36
18_Black and white photograph of a bed._2,Black and white photograph of a bed with a laptop on it.,16.02
18_Black and white photograph of a bed._3,Black and white photograph of a bed with a laptop on it.,14.59
18_Black and white photograph of a bed._4,Black and white photograph of a bed with a laptop on it.,15.91
18_Black and white photograph with a laptop._0,Black and white photograph of a bed with a laptop on it.,13.34
18_Black and white photograph with a laptop._1,Black and white photograph of a bed with a laptop on it.,12.24
18_Black and white photograph with a laptop._2,Black and white photograph of a bed with a laptop on it.,12.08
18_Black and white photograph with a laptop._3,Black and white photograph of a bed with a laptop on it.,9.78
18_Black and white photograph with a laptop._4,Black and white photograph of a bed with a laptop on it.,12.43
coco_120896_stable_diffusion_v2_1,A boy standing in the door of a bus.,18.74
19_A boy standing in the door._0,A boy standing in the door of a bus.,12.18
19_A boy standing in the door._3,A boy standing in the door of a bus.,14.11
19_A boy standing in the door._4,A boy standing in the door of a bus.,12.54
19_A boy standing by the bus._0,A boy standing in the door of a bus.,17.49
19_A boy standing by the bus._3,A boy standing in the door of a bus.,16.99
19_A boy standing by the bus._4,A boy standing in the door of a bus.,19.74
19_The door of a bus._0,A boy standing in the door of a bus.,11.70
19_The door of a bus._1,A boy standing in the door of a bus.,11.11
19_The door of a bus._4,A boy standing in the door of a bus.,10.80
19_A boy standing._0,A boy standing in the door of a bus.,10.95
19_A boy standing._1,A boy standing in the door of a bus.,9.54
19_A boy standing._2,A boy standing in the door of a bus.,5.48
19_A boy standing._3,A boy standing in the door of a bus.,11.93
19_A boy standing._4,A boy standing in the door of a bus.,12.83
19_A door._0,A boy standing in the door of a bus.,2.15
19_A door._1,A boy standing in the door of a bus.,2.65
19_A door._2,A boy standing in the door of a bus.,2.44
19_A door._3,A boy standing in the door of a bus.,4.98
19_A door._4,A boy standing in the door of a bus.,3.05
19_A bus._0,A boy standing in the door of a bus.,9.38
19_A bus._1,A boy standing in the door of a bus.,10.29
19_A bus._2,A boy standing in the door of a bus.,8.38
19_A bus._3,A boy standing in the door of a bus.,9.12
19_A bus._4,A boy standing in the door of a bus.,8.10
partiprompt_1086_stable_diffusion_v2_1,a grand piano with a white bench,17.11
20_a grand piano_0,a grand piano with a white bench,12.66
20_a grand piano_1,a grand piano with a white bench,14.02
20_a grand piano_3,a grand piano with a white bench,15.42
20_a white bench_0,a grand piano with a white bench,7.64
20_a white bench_1,a grand piano with a white bench,9.53
20_a white bench_2,a grand piano with a white bench,10.78
20_a white bench_3,a grand piano with a white bench,9.22
20_a white bench_4,a grand piano with a white bench,9.57
partiprompt_436_stable_diffusion_v2_1,a flock of geese in front of The Alamo,21.95
21_a flock of geese_0,a flock of geese in front of The Alamo,11.01
21_a flock of geese_1,a flock of geese in front of The Alamo,9.77
21_a flock of geese_2,a flock of geese in front of The Alamo,12.10
21_a flock of geese_3,a flock of geese in front of The Alamo,11.44
21_a flock of geese_4,a flock of geese in front of The Alamo,11.10
21_The Alamo_0,a flock of geese in front of The Alamo,12.39
21_The Alamo_1,a flock of geese in front of The Alamo,13.81
21_The Alamo_2,a flock of geese in front of The Alamo,14.01
21_The Alamo_3,a flock of geese in front of The Alamo,13.00
21_The Alamo_4,a flock of geese in front of The Alamo,14.03
partiprompt_1192_stable_diffusion_v2_1,a stained glass window depicting a calm tyrannosaurus rex,21.69
22_a stained glass window_0,a stained glass window depicting a calm tyrannosaurus rex,11.18
22_a stained glass window_1,a stained glass window depicting a calm tyrannosaurus rex,12.44
22_a stained glass window_2,a stained glass window depicting a calm tyrannosaurus rex,13.26
